PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Name,Cabin
52,0,3,male,21,0,0,1,7.8,S, Mr,M
53,1,1,female,49,1,0,3,76.7292,C, Mrs,D
54,1,2,female,29,1,0,2,26,S, Mrs,M
55,0,1,male,65,0,1,2,61.9792,C, Mr,B
56,1,1,male,39,0,0,1,35.5,S, Mr,C
57,1,2,female,21,0,0,1,10.5,S, Miss,M
58,0,3,male,28.5,0,0,1,7.2292,C, Mr,M
59,1,2,female,5,1,2,4,27.75,S, Miss,M
60,0,3,male,11,5,2,8,46.9,S, Master,M
61,0,3,male,22,0,0,1,7.2292,C, Mr,M
62,1,1,female,38,0,0,2,80,S, Miss,B
63,0,1,male,45,1,0,2,83.475,S, Mr,C
64,0,3,male,4,3,2,6,27.9,S, Master,M
65,0,1,male,39,0,0,1,27.7208,C, Mr,M
66,1,3,male,24,1,1,3,15.2458,C, Master,M
67,1,2,female,29,0,0,1,10.5,S, Mrs,F
68,0,3,male,19,0,0,1,8.1583,S, Mr,M
69,1,3,female,17,4,2,1,7.925,S, Miss,M
70,0,3,male,26,2,0,1,8.6625,S, Mr,M
71,0,2,male,32,0,0,1,10.5,S, Mr,M
72,0,3,female,16,5,2,8,46.9,S, Miss,M
73,0,2,male,21,0,0,7,73.5,S, Mr,M
74,0,3,male,26,1,0,2,14.4542,C, Mr,M
75,1,3,male,32,0,0,8,56.4958,S, Mr,M
76,0,3,male,25,0,0,1,7.65,S, Mr,F
77,0,3,male,27,0,0,1,7.8958,S, Mr,M
78,0,3,male,27,0,0,1,8.05,S, Mr,M
79,1,2,male,0.83,0,2,3,29,S, Master,M
80,1,3,female,30,0,0,2,12.475,S, Miss,M
81,0,3,male,22,0,0,1,9,S, Mr,M
82,1,3,male,29,0,0,1,9.5,S, Mr,M
83,1,3,female,27,0,0,1,7.7875,Q, Miss,M
84,0,1,male,28,0,0,2,47.1,S, Mr,M
85,1,2,female,17,0,0,1,10.5,S, Miss,M
86,1,3,female,33,3,0,2,15.85,S, Mrs,M
87,0,3,male,16,1,3,5,34.375,S, Mr,M
88,0,3,male,27,0,0,1,8.05,S, Mr,M
89,1,1,female,23,3,2,6,263,S, Miss,C
90,0,3,male,24,0,0,1,8.05,S, Mr,M
91,0,3,male,29,0,0,1,8.05,S, Mr,M
92,0,3,male,20,0,0,1,7.8542,S, Mr,M
93,0,1,male,46,1,0,2,61.175,S, Mr,E
94,0,3,male,26,1,2,4,20.575,S, Mr,M
95,0,3,male,59,0,0,1,7.25,S, Mr,M
96,0,3,male,27,0,0,1,8.05,S, Mr,M
97,0,1,male,71,0,0,1,34.6542,C, Mr,A
98,1,1,male,23,0,1,2,63.3583,C, Mr,D
99,1,2,female,34,0,1,2,23,S, Mrs,M
100,0,2,male,34,1,0,2,26,S, Mr,M
101,0,3,female,28,0,0,1,7.8958,S, Miss,M
102,0,3,male,27,0,0,1,7.8958,S, Mr,M
103,0,1,male,21,0,1,2,77.2875,S, Mr,D
104,0,3,male,33,0,0,1,8.6542,S, Mr,M
105,0,3,male,37,2,0,1,7.925,S, Mr,M
106,0,3,male,28,0,0,1,7.8958,S, Mr,M
107,1,3,female,21,0,0,1,7.65,S, Miss,M
108,1,3,male,27,0,0,1,7.775,S, Mr,M
109,0,3,male,38,0,0,1,7.8958,S, Mr,M
110,1,3,female,24,1,0,3,24.15,Q, Miss,M
111,0,1,male,47,0,0,2,52,S, Mr,C
112,0,3,female,14.5,1,0,2,14.4542,C, Miss,M
113,0,3,male,22,0,0,1,8.05,S, Mr,M
114,0,3,female,20,1,0,1,9.825,S, Miss,M
115,0,3,female,17,0,0,2,14.4583,C, Miss,M
116,0,3,male,21,0,0,1,7.925,S, Mr,M
117,0,3,male,70.5,0,0,1,7.75,Q, Mr,M
118,0,2,male,29,1,0,2,21,S, Mr,M
119,0,1,male,24,0,1,3,247.5208,C, Mr,B
120,0,3,female,2,4,2,7,31.275,S, Miss,M
121,0,2,male,21,2,0,7,73.5,S, Mr,M
122,0,3,male,27,0,0,1,8.05,S, Mr,M
123,0,2,male,32.5,1,0,2,30.0708,C, Mr,M
124,1,2,female,32.5,0,0,1,13,S, Miss,E
125,0,1,male,54,0,1,2,77.2875,S, Mr,D
126,1,3,male,12,1,0,2,11.2417,C, Master,M
127,0,3,male,27,0,0,1,7.75,Q, Mr,M
128,1,3,male,24,0,0,1,7.1417,S, Mr,M
129,1,3,female,24,1,1,3,22.3583,C, Miss,F
130,0,3,male,45,0,0,1,6.975,S, Mr,M
131,0,3,male,33,0,0,1,7.8958,C, Mr,M
132,0,3,male,20,0,0,1,7.05,S, Mr,M
133,0,3,female,47,1,0,2,14.5,S, Mrs,M
134,1,2,female,29,1,0,2,26,S, Mrs,M
135,0,2,male,25,0,0,1,13,S, Mr,M
136,0,2,male,23,0,0,1,15.0458,C, Mr,M
137,1,1,female,19,0,2,1,26.2833,S, Miss,D
138,0,1,male,37,1,0,2,53.1,S, Mr,C
139,0,3,male,16,0,0,2,9.2167,S, Mr,M
140,0,1,male,24,0,0,2,79.2,C, Mr,B
141,0,3,female,27,0,2,3,15.2458,C, Mrs,M
142,1,3,female,22,0,0,1,7.75,S, Miss,M
143,1,3,female,24,1,0,2,15.85,S, Mrs,M
144,0,3,male,19,0,0,1,6.75,Q, Mr,M
145,0,2,male,18,0,0,1,11.5,S, Mr,M
146,0,2,male,19,1,1,4,36.75,S, Mr,M
147,1,3,male,27,0,0,1,7.7958,S, Mr,M
148,0,3,female,9,2,2,5,34.375,S, Miss,M
149,0,2,male,36.5,0,2,3,26,S, Mr,F
150,0,2,male,42,0,0,1,13,S, Rev,M
151,0,2,male,51,0,0,1,12.525,S, Rev,M
152,1,1,female,22,1,0,2,66.6,S, Mrs,C
153,0,3,male,55.5,0,0,1,8.05,S, Mr,M
154,0,3,male,40.5,0,2,3,14.5,S, Mr,M
155,0,3,male,27,0,0,1,7.3125,S, Mr,M
156,0,1,male,51,0,1,2,61.3792,C, Mr,M
157,1,3,female,16,0,0,1,7.7333,Q, Miss,M
158,0,3,male,30,0,0,1,8.05,S, Mr,M
159,0,3,male,27,0,0,1,8.6625,S, Mr,M
160,0,3,male,15,8,2,11,69.55,S, Master,M
161,0,3,male,44,0,1,2,16.1,S, Mr,M
162,1,2,female,40,0,0,2,15.75,S, Mrs,M
163,0,3,male,26,0,0,1,7.775,S, Mr,M
164,0,3,male,17,0,0,1,8.6625,S, Mr,M
165,0,3,male,1,4,1,7,39.6875,S, Master,M
166,1,3,male,9,0,2,3,20.525,S, Master,M
167,1,1,female,39,0,1,2,55,S, Mrs,E
168,0,3,female,45,1,4,6,27.9,S, Mrs,M
169,0,1,male,39,0,0,1,25.925,S, Mr,M
170,0,3,male,28,0,0,8,56.4958,S, Mr,M
171,0,1,male,61,0,0,1,33.5,S, Mr,B
172,0,3,male,4,4,1,6,29.125,Q, Master,M
173,1,3,female,1,1,1,3,11.1333,S, Miss,M
174,0,3,male,21,0,0,1,7.925,S, Mr,M
175,0,1,male,56,0,0,1,30.6958,C, Mr,A
176,0,3,male,18,1,1,1,7.8542,S, Mr,M
177,0,3,male,12,3,1,5,25.4667,S, Master,M
178,0,1,female,50,0,0,1,28.7125,C, Miss,C
179,0,2,male,30,0,0,1,13,S, Mr,M
180,0,3,male,36,0,0,4,0,S, Mr,M
181,0,3,female,15,8,2,11,69.55,S, Miss,M
182,0,2,male,31,0,0,1,15.05,C, Mr,M
183,0,3,male,9,4,2,7,31.3875,S, Master,M
184,1,2,male,1,2,1,4,39,S, Master,F
185,1,3,female,4,0,2,3,22.025,S, Miss,M
186,0,1,male,39,0,0,1,50,S, Mr,A
187,1,3,female,24,1,0,2,15.5,Q, Mrs,M
188,1,1,male,45,0,0,1,26.55,S, Mr,M
189,0,3,male,40,1,1,2,15.5,Q, Mr,M
190,0,3,male,36,0,0,1,7.8958,S, Mr,M
191,1,2,female,32,0,0,1,13,S, Mrs,M
192,0,2,male,19,0,0,1,13,S, Mr,M
193,1,3,female,19,1,0,1,7.8542,S, Miss,M
194,1,2,male,3,1,1,3,26,S, Master,F
195,1,1,female,44,0,0,1,27.7208,C, Mrs,B
196,1,1,female,58,0,0,3,146.5208,C, Miss,B
197,0,3,male,27,0,0,1,7.75,Q, Mr,M
198,0,3,male,42,0,1,1,8.4042,S, Mr,M
199,1,3,female,27,0,0,1,7.75,Q, Miss,M
200,0,2,female,24,0,0,1,13,S, Miss,M
201,0,3,male,28,0,0,1,9.5,S, Mr,M
202,0,3,male,15,8,2,11,69.55,S, Mr,M
203,0,3,male,34,0,0,1,6.4958,S, Mr,M
204,0,3,male,45.5,0,0,1,7.225,C, Mr,M
205,1,3,male,18,0,0,1,8.05,S, Mr,M
206,0,3,female,2,0,1,2,10.4625,S, Miss,G
207,0,3,male,32,1,0,2,15.85,S, Mr,M
208,1,3,male,26,0,0,2,18.7875,C, Mr,M
209,1,3,female,16,0,0,1,7.75,Q, Miss,M
210,1,1,male,40,0,0,1,31,C, Mr,A
211,0,3,male,24,0,0,1,7.05,S, Mr,M
212,1,2,female,35,0,0,2,21,S, Miss,M
213,0,3,male,22,0,0,1,7.25,S, Mr,M
214,0,2,male,30,0,0,1,13,S, Mr,M
215,0,3,male,24,1,0,1,7.75,Q, Mr,M
216,1,1,female,31,1,0,3,113.275,C, Miss,D
217,1,3,female,27,0,0,1,7.925,S, Miss,M
218,0,2,male,42,1,0,2,27,S, Mr,M
219,1,1,female,32,0,0,2,76.2917,C, Miss,D
220,0,2,male,30,0,0,1,10.5,S, Mr,M
221,1,3,male,16,0,0,1,8.05,S, Mr,M
222,0,2,male,27,0,0,1,13,S, Mr,M
223,0,3,male,51,0,0,1,8.05,S, Mr,M
224,0,3,male,27,0,0,1,7.8958,S, Mr,M
225,1,1,male,38,1,0,2,90,S, Mr,C
226,0,3,male,22,0,0,1,9.35,S, Mr,M
227,1,2,male,19,0,0,1,10.5,S, Mr,M
228,0,3,male,20.5,0,0,1,7.25,S, Mr,M
229,0,2,male,18,0,0,1,13,S, Mr,M
230,0,3,female,12,3,1,5,25.4667,S, Miss,M
231,1,1,female,35,1,0,2,83.475,S, Mrs,C
232,0,3,male,29,0,0,1,7.775,S, Mr,M
233,0,2,male,59,0,0,1,13.5,S, Mr,M
234,1,3,female,5,4,2,7,31.3875,S, Miss,M
235,0,2,male,24,0,0,1,10.5,S, Mr,M
236,0,3,female,27,0,0,1,7.55,S, Miss,M
237,0,2,male,44,1,0,2,26,S, Mr,M
238,1,2,female,8,0,2,3,26.25,S, Miss,M
239,0,2,male,19,0,0,1,10.5,S, Mr,M
240,0,2,male,33,0,0,1,12.275,S, Mr,M
241,0,3,female,24,1,0,2,14.4542,C, Miss,M
242,1,3,female,24,1,0,2,15.5,Q, Miss,M
243,0,2,male,29,0,0,1,10.5,S, Mr,M
244,0,3,male,22,0,0,1,7.125,S, Mr,M
245,0,3,male,30,0,0,1,7.225,C, Mr,M
246,0,1,male,44,2,0,3,90,Q, Dr,C
247,0,3,female,25,0,0,1,7.775,S, Miss,M
248,1,2,female,24,0,2,2,14.5,S, Mrs,M
249,1,1,male,37,1,1,2,52.5542,S, Mr,D
250,0,2,male,54,1,0,2,26,S, Rev,M
251,0,3,male,27,0,0,1,7.25,S, Mr,M
252,0,3,female,29,1,1,2,10.4625,S, Mrs,G
253,0,1,male,62,0,0,1,26.55,S, Mr,C
254,0,3,male,30,1,0,2,16.1,S, Mr,M
255,0,3,female,41,0,2,3,20.2125,S, Mrs,M
256,1,3,female,29,0,2,3,15.2458,C, Mrs,M
257,1,1,female,39,0,0,2,79.2,C, Mrs,M
258,1,1,female,30,0,0,3,86.5,S, Miss,B
259,1,1,female,35,0,0,4,512.3292,C, Miss,M
260,1,2,female,50,0,1,2,26,S, Mrs,M
261,0,3,male,27,0,0,1,7.75,Q, Mr,M
262,1,3,male,3,4,2,7,31.3875,S, Master,M
263,0,1,male,52,1,1,3,79.65,S, Mr,E
264,0,1,male,40,0,0,1,0,S, Mr,B
265,0,3,female,27,0,0,1,7.75,Q, Miss,M
266,0,2,male,36,0,0,1,10.5,S, Mr,M
267,0,3,male,16,4,1,7,39.6875,S, Mr,M
268,1,3,male,25,1,0,1,7.775,S, Mr,M
269,1,1,female,58,0,1,3,153.4625,S, Mrs,C
270,1,1,female,35,0,0,4,135.6333,S, Miss,C
271,0,1,male,39,0,0,2,31,S, Mr,M
272,1,3,male,25,0,0,4,0,S, Mr,M
273,1,2,female,41,0,1,2,19.5,S, Mrs,M
274,0,1,male,37,0,1,1,29.7,C, Mr,C
275,1,3,female,27,0,0,1,7.75,Q, Miss,M
276,1,1,female,63,1,0,3,77.9583,S, Miss,D
277,0,3,female,45,0,0,1,7.75,S, Miss,M
278,0,2,male,31,0,0,3,0,S, Mr,M
279,0,3,male,7,4,1,6,29.125,Q, Master,M
280,1,3,female,35,1,1,3,20.25,S, Mrs,M
281,0,3,male,65,0,0,1,7.75,Q, Mr,M
282,0,3,male,28,0,0,1,7.8542,S, Mr,M
283,0,3,male,16,0,0,1,9.5,S, Mr,M
284,1,3,male,19,0,0,1,8.05,S, Mr,M
285,0,1,male,39,0,0,1,26,S, Mr,A
286,0,3,male,33,0,0,1,8.6625,C, Mr,M
287,1,3,male,30,0,0,1,9.5,S, Mr,M
288,0,3,male,22,0,0,1,7.8958,S, Mr,M
289,1,2,male,42,0,0,1,13,S, Mr,M
290,1,3,female,22,0,0,1,7.75,Q, Miss,M
291,1,1,female,26,0,0,3,78.85,S, Miss,M
292,1,1,female,19,1,0,2,91.0792,C, Mrs,B
293,0,2,male,36,0,0,1,12.875,C, Mr,D
294,0,3,female,24,0,0,1,8.85,S, Miss,M
295,0,3,male,24,0,0,1,7.8958,S, Mr,M
296,0,1,male,39,0,0,1,27.7208,C, Mr,M
297,0,3,male,23.5,0,0,1,7.2292,C, Mr,M
298,0,1,female,2,1,2,6,151.55,S, Miss,C
299,1,1,male,39,0,0,1,30.5,S, Mr,C
300,1,1,female,50,0,1,3,247.5208,C, Mrs,B
301,1,3,female,27,0,0,1,7.75,Q, Miss,M
302,1,3,male,19,2,0,3,23.25,Q, Mr,M
303,0,3,male,19,0,0,4,0,S, Mr,M
304,1,2,female,31,0,0,1,12.35,Q, Miss,E
305,0,3,male,27,0,0,1,8.05,S, Mr,M
306,1,1,male,0.92,1,2,6,151.55,S, Master,C
307,1,1,female,39,0,0,4,110.8833,C, Miss,M
308,1,1,female,17,1,0,3,108.9,C, Mrs,C
309,0,2,male,30,1,0,2,24,C, Mr,M
310,1,1,female,30,0,0,2,56.9292,C, Miss,E
311,1,1,female,24,0,0,3,83.1583,C, Miss,C
312,1,1,female,18,2,2,7,262.375,C, Miss,B
313,0,2,female,26,1,1,2,26,S, Mrs,M
314,0,3,male,28,0,0,1,7.8958,S, Mr,M
315,0,2,male,43,1,1,3,26.25,S, Mr,M
316,1,3,female,26,0,0,1,7.8542,S, Miss,M
317,1,2,female,24,1,0,2,26,S, Mrs,M
318,0,2,male,54,0,0,1,14,S, Dr,M
319,1,1,female,31,0,2,4,164.8667,S, Miss,C
320,1,1,female,40,1,1,5,134.5,C, Mrs,E
321,0,3,male,22,0,0,1,7.25,S, Mr,M
322,0,3,male,27,0,0,1,7.8958,S, Mr,M
323,1,2,female,30,0,0,1,12.35,Q, Miss,M
324,1,2,female,22,1,1,3,29,S, Mrs,M
325,0,3,male,15,8,2,11,69.55,S, Mr,M
326,1,1,female,36,0,0,4,135.6333,C, Miss,C
327,0,3,male,61,0,0,1,6.2375,S, Mr,M
328,1,2,female,36,0,0,1,13,S, Mrs,D
329,1,3,female,31,1,1,3,20.525,S, Mrs,M
330,1,1,female,16,0,1,2,57.9792,C, Miss,B
331,1,3,female,19,2,0,3,23.25,Q, Miss,M
332,0,1,male,45.5,0,0,1,28.5,S, Mr,C
333,0,1,male,38,0,1,3,153.4625,S, Mr,C
334,0,3,male,16,2,0,2,18,S, Mr,M
335,1,1,female,40,1,0,2,133.65,S, Mrs,M
336,0,3,male,27,0,0,1,7.8958,S, Mr,M
337,0,1,male,29,1,0,2,66.6,S, Mr,C
338,1,1,female,41,0,0,5,134.5,C, Miss,E
339,1,3,male,45,0,0,1,8.05,S, Mr,M
340,0,1,male,45,0,0,1,35.5,S, Mr,T
341,1,2,male,2,1,1,3,26,S, Master,F
342,1,1,female,24,3,2,6,263,S, Miss,C
343,0,2,male,28,0,0,1,13,S, Mr,M
344,0,2,male,25,0,0,1,13,S, Mr,M
345,0,2,male,36,0,0,1,13,S, Mr,M
346,1,2,female,24,0,0,1,13,S, Miss,F
347,1,2,female,40,0,0,1,13,S, Miss,M
348,1,3,female,24,1,0,2,16.1,S, Mrs,M
349,1,3,male,3,1,1,3,15.9,S, Master,M
350,0,3,male,42,0,0,1,8.6625,S, Mr,M
351,0,3,male,23,0,0,1,9.225,S, Mr,M
352,0,1,male,39,0,0,1,35,S, Mr,C
353,0,3,male,15,1,1,1,7.2292,C, Mr,M
354,0,3,male,25,1,0,2,17.8,S, Mr,M
355,0,3,male,27,0,0,1,7.225,C, Mr,M
356,0,3,male,28,0,0,1,9.5,S, Mr,M
357,1,1,female,22,0,1,2,55,S, Miss,E
358,0,2,female,38,0,0,1,13,S, Miss,M
359,1,3,female,27,0,0,1,7.8792,Q, Miss,M
360,1,3,female,27,0,0,1,7.8792,Q, Miss,M
361,0,3,male,40,1,4,6,27.9,S, Mr,M
362,0,2,male,29,1,0,2,27.7208,C, Mr,M
363,0,3,female,45,0,1,2,14.4542,C, Mrs,M
364,0,3,male,35,0,0,1,7.05,S, Mr,M
365,0,3,male,24,1,0,2,15.5,Q, Mr,M
366,0,3,male,30,0,0,1,7.25,S, Mr,M
367,1,1,female,60,1,0,2,75.25,C, Mrs,D
368,1,3,female,27,0,0,1,7.2292,C, Mrs,M
369,1,3,female,27,0,0,1,7.75,Q, Miss,M
370,1,1,female,24,0,0,2,69.3,C, Mme,B
371,1,1,male,25,1,0,2,55.4417,C, Mr,E
372,0,3,male,18,1,0,1,6.4958,S, Mr,M
373,0,3,male,19,0,0,1,8.05,S, Mr,M
374,0,1,male,22,0,0,4,135.6333,C, Mr,M
375,0,3,female,3,3,1,5,21.075,S, Miss,M
376,1,1,female,40,1,0,2,82.1708,C, Mrs,M
377,1,3,female,22,0,0,1,7.25,S, Miss,M
378,0,1,male,27,0,2,5,211.5,C, Mr,C
379,0,3,male,20,0,0,1,4.0125,C, Mr,M
380,0,3,male,19,0,0,1,7.775,S, Mr,M
381,1,1,female,42,0,0,5,227.525,C, Miss,M
382,1,3,female,1,0,2,3,15.7417,C, Miss,M
383,0,3,male,32,0,0,1,7.925,S, Mr,M
384,1,1,female,35,1,0,2,52,S, Mrs,M
385,0,3,male,27,0,0,1,7.8958,S, Mr,M
386,0,2,male,18,0,0,7,73.5,S, Mr,M
387,0,3,male,1,5,2,8,46.9,S, Master,M
388,1,2,female,36,0,0,1,13,S, Miss,M
389,0,3,male,27,0,0,1,7.7292,Q, Mr,M
390,1,2,female,17,0,0,1,12,C, Miss,M
391,1,1,male,36,1,2,4,120,S, Mr,B
392,1,3,male,21,0,0,1,7.7958,S, Mr,M
393,0,3,male,28,2,0,1,7.925,S, Mr,M
394,1,1,female,23,1,0,3,113.275,C, Miss,D
395,1,3,female,24,0,2,3,16.7,S, Mrs,G
396,0,3,male,22,0,0,1,7.7958,S, Mr,M
397,0,3,female,31,0,0,1,7.8542,S, Miss,M
398,0,2,male,46,0,0,2,26,S, Mr,M
399,0,2,male,23,0,0,1,10.5,S, Dr,M
400,1,2,female,28,0,0,1,12.65,S, Mrs,M
401,1,3,male,39,0,0,1,7.925,S, Mr,M
402,0,3,male,26,0,0,1,8.05,S, Mr,M
403,0,3,female,21,1,0,1,9.825,S, Miss,M
404,0,3,male,28,1,0,2,15.85,S, Mr,M
405,0,3,female,20,0,0,1,8.6625,S, Miss,M
406,0,2,male,34,1,0,2,21,S, Mr,M
407,0,3,male,51,0,0,1,7.75,S, Mr,M
408,1,2,male,3,1,1,3,18.75,S, Master,M
409,0,3,male,21,0,0,1,7.775,S, Mr,M
410,0,3,female,12,3,1,5,25.4667,S, Miss,M
411,0,3,male,27,0,0,1,7.8958,S, Mr,M
412,0,3,male,27,0,0,1,6.8583,Q, Mr,M
413,1,1,female,33,1,0,3,90,Q, Miss,C
414,0,2,male,31,0,0,3,0,S, Mr,M
415,1,3,male,44,0,0,1,7.925,S, Mr,M
416,0,3,female,27,0,0,1,8.05,S, Mrs,M
417,1,2,female,34,1,1,3,32.5,S, Mrs,M
418,1,2,female,18,0,2,1,13,S, Miss,M
419,0,2,male,30,0,0,1,13,S, Mr,M
420,0,3,female,10,0,2,3,24.15,S, Miss,M
421,0,3,male,27,0,0,1,7.8958,C, Mr,M
422,0,3,male,21,0,0,1,7.7333,Q, Mr,M
423,0,3,male,29,0,0,1,7.875,S, Mr,M
424,0,3,female,28,1,1,3,14.4,S, Mrs,M
425,0,3,male,18,1,1,3,20.2125,S, Mr,M
426,0,3,male,27,0,0,1,7.25,S, Mr,M
427,1,2,female,28,1,0,2,26,S, Mrs,M
428,1,2,female,19,0,0,2,26,S, Miss,M
429,0,3,male,27,0,0,1,7.75,Q, Mr,M
430,1,3,male,32,0,0,1,8.05,S, Mr,E
431,1,1,male,28,0,0,1,26.55,S, Mr,C
432,1,3,female,24,1,0,2,16.1,S, Mrs,M
433,1,2,female,42,1,0,2,26,S, Mrs,M
434,0,3,male,17,0,0,1,7.125,S, Mr,M
435,0,1,male,50,1,0,2,55.9,S, Mr,E
436,1,1,female,14,1,2,4,120,S, Miss,B
437,0,3,female,21,2,2,5,34.375,S, Miss,M
438,1,2,female,24,2,3,3,18.75,S, Mrs,M
439,0,1,male,64,1,4,6,263,S, Mr,C
440,0,2,male,31,0,0,1,10.5,S, Mr,M
441,1,2,female,45,1,1,3,26.25,S, Mrs,M
442,0,3,male,20,0,0,1,9.5,S, Mr,M
443,0,3,male,25,1,0,1,7.775,S, Mr,M
444,1,2,female,28,0,0,1,13,S, Ms,M
445,1,3,male,27,0,0,1,8.1125,S, Mr,M
446,1,1,male,4,0,2,3,81.8583,S, Master,A
447,1,2,female,13,0,1,2,19.5,S, Miss,M
448,1,1,male,34,0,0,1,26.55,S, Mr,M
449,1,3,female,5,2,1,4,19.2583,C, Miss,M
450,1,1,male,52,0,0,1,30.5,S, Major,C
451,0,2,male,36,1,2,4,27.75,S, Mr,M
452,0,3,male,24,1,0,1,19.9667,S, Mr,M
453,0,1,male,30,0,0,1,27.75,C, Mr,C
454,1,1,male,49,1,0,2,89.1042,C, Mr,C
455,0,3,male,27,0,0,1,8.05,S, Mr,M
456,1,3,male,29,0,0,1,7.8958,C, Mr,M
457,0,1,male,65,0,0,1,26.55,S, Mr,E
458,1,1,female,40,1,0,2,51.8625,S, Mrs,D
459,1,2,female,50,0,0,1,10.5,S, Miss,M
460,0,3,male,27,0,0,1,7.75,Q, Mr,M
461,1,1,male,48,0,0,1,26.55,S, Mr,E
462,0,3,male,34,0,0,1,8.05,S, Mr,M
463,0,1,male,47,0,0,1,38.5,S, Mr,E
464,0,2,male,48,0,0,1,13,S, Mr,M
465,0,3,male,27,0,0,1,8.05,S, Mr,M
466,0,3,male,38,0,0,1,7.05,S, Mr,M
467,0,2,male,31,0,0,3,0,S, Mr,M
468,0,1,male,56,0,0,1,26.55,S, Mr,M
469,0,3,male,27,0,0,1,7.725,Q, Mr,M
470,1,3,female,0.75,2,1,4,19.2583,C, Miss,M
471,0,3,male,27,0,0,1,7.25,S, Mr,M
472,0,3,male,38,0,0,1,8.6625,S, Mr,M
473,1,2,female,33,1,2,4,27.75,S, Mrs,M
474,1,2,female,23,0,0,1,13.7917,C, Mrs,D
475,0,3,female,22,0,0,1,9.8375,S, Miss,M
476,0,1,male,39,0,0,2,52,S, Mr,A
477,0,2,male,34,1,0,2,21,S, Mr,M
478,0,3,male,29,1,0,1,7.0458,S, Mr,M
479,0,3,male,22,0,0,1,7.5208,S, Mr,M
480,1,3,female,2,0,1,2,12.2875,S, Miss,M
481,0,3,male,9,5,2,8,46.9,S, Master,M
482,0,2,male,31,0,0,1,0,S, Mr,M
483,0,3,male,50,0,0,1,8.05,S, Mr,M
484,1,3,female,63,0,0,1,9.5875,S, Mrs,M
485,1,1,male,25,1,0,2,91.0792,C, Mr,B
486,0,3,female,12,3,1,5,25.4667,S, Miss,M
487,1,1,female,35,1,0,2,90,S, Mrs,C
488,0,1,male,58,0,0,1,29.7,C, Mr,B
489,0,3,male,30,0,0,1,8.05,S, Mr,M
490,1,3,male,9,1,1,3,15.9,S, Master,M
491,0,3,male,24,1,0,1,19.9667,S, Mr,M
492,0,3,male,21,0,0,1,7.25,S, Mr,M
