PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Name,Cabin
236,0,3,female,27,0,0,W./C. 6609,7.55,S, Miss,
237,0,2,male,44,1,0,26707,26,S, Mr,
238,1,2,female,8,0,2,C.A. 31921,26.25,S, Miss,
239,0,2,male,19,0,0,28665,10.5,S, Mr,
240,0,2,male,33,0,0,SCO/W 1585,12.275,S, Mr,
241,0,3,female,24,1,0,2665,14.4542,C, Miss,
242,1,3,female,24,1,0,367230,15.5,Q, Miss,
243,0,2,male,29,0,0,W./C. 14263,10.5,S, Mr,
244,0,3,male,22,0,0,STON/O 2. 3101275,7.125,S, Mr,
245,0,3,male,30,0,0,2694,7.225,C, Mr,
246,0,1,male,44,2,0,19928,90,Q, Dr,C
247,0,3,female,25,0,0,347071,7.775,S, Miss,
248,1,2,female,24,0,2,250649,14.5,S, Mrs,
249,1,1,male,37,1,1,11751,52.5542,S, Mr,D
250,0,2,male,54,1,0,244252,26,S, Rev,
251,0,3,male,27,0,0,362316,7.25,S, Mr,
252,0,3,female,29,1,1,347054,10.4625,S, Mrs,G
253,0,1,male,62,0,0,113514,26.55,S, Mr,C
254,0,3,male,30,1,0,A/5. 3336,16.1,S, Mr,
255,0,3,female,41,0,2,370129,20.2125,S, Mrs,
256,1,3,female,29,0,2,2650,15.2458,C, Mrs,
257,1,1,female,39,0,0,PC 17585,79.2,C, Mrs,
258,1,1,female,30,0,0,110152,86.5,S, Miss,B
259,1,1,female,35,0,0,PC 17755,512.3292,C, Miss,
260,1,2,female,50,0,1,230433,26,S, Mrs,
261,0,3,male,27,0,0,384461,7.75,Q, Mr,
262,1,3,male,3,4,2,347077,31.3875,S, Master,
263,0,1,male,52,1,1,110413,79.65,S, Mr,E
264,0,1,male,40,0,0,112059,0,S, Mr,B
265,0,3,female,27,0,0,382649,7.75,Q, Miss,
266,0,2,male,36,0,0,C.A. 17248,10.5,S, Mr,
267,0,3,male,16,4,1,3101295,39.6875,S, Mr,
268,1,3,male,25,1,0,347083,7.775,S, Mr,
269,1,1,female,58,0,1,PC 17582,153.4625,S, Mrs,C
270,1,1,female,35,0,0,PC 17760,135.6333,S, Miss,C
271,0,1,male,39,0,0,113798,31,S, Mr,
272,1,3,male,25,0,0,LINE,0,S, Mr,
273,1,2,female,41,0,1,250644,19.5,S, Mrs,
274,0,1,male,37,0,1,PC 17596,29.7,C, Mr,C
275,1,3,female,27,0,0,370375,7.75,Q, Miss,
276,1,1,female,63,1,0,13502,77.9583,S, Miss,D
277,0,3,female,45,0,0,347073,7.75,S, Miss,
278,0,2,male,31,0,0,239853,0,S, Mr,
279,0,3,male,7,4,1,382652,29.125,Q, Master,
280,1,3,female,35,1,1,C.A. 2673,20.25,S, Mrs,
281,0,3,male,65,0,0,336439,7.75,Q, Mr,
282,0,3,male,28,0,0,347464,7.8542,S, Mr,
283,0,3,male,16,0,0,345778,9.5,S, Mr,
284,1,3,male,19,0,0,A/5. 10482,8.05,S, Mr,
285,0,1,male,39,0,0,113056,26,S, Mr,A
286,0,3,male,33,0,0,349239,8.6625,C, Mr,
287,1,3,male,30,0,0,345774,9.5,S, Mr,
288,0,3,male,22,0,0,349206,7.8958,S, Mr,
289,1,2,male,42,0,0,237798,13,S, Mr,
290,1,3,female,22,0,0,370373,7.75,Q, Miss,
291,1,1,female,26,0,0,19877,78.85,S, Miss,
292,1,1,female,19,1,0,11967,91.0792,C, Mrs,B
293,0,2,male,36,0,0,SC/Paris 2163,12.875,C, Mr,D
294,0,3,female,24,0,0,349236,8.85,S, Miss,
295,0,3,male,24,0,0,349233,7.8958,S, Mr,
296,0,1,male,39,0,0,PC 17612,27.7208,C, Mr,
297,0,3,male,23.5,0,0,2693,7.2292,C, Mr,
298,0,1,female,2,1,2,113781,151.55,S, Miss,C
299,1,1,male,39,0,0,19988,30.5,S, Mr,C
300,1,1,female,50,0,1,PC 17558,247.5208,C, Mrs,B
301,1,3,female,27,0,0,9234,7.75,Q, Miss,
302,1,3,male,19,2,0,367226,23.25,Q, Mr,
303,0,3,male,19,0,0,LINE,0,S, Mr,
304,1,2,female,31,0,0,226593,12.35,Q, Miss,E
305,0,3,male,27,0,0,A/5 2466,8.05,S, Mr,
306,1,1,male,0.92,1,2,113781,151.55,S, Master,C
307,1,1,female,39,0,0,17421,110.8833,C, Miss,
308,1,1,female,17,1,0,PC 17758,108.9,C, Mrs,C
309,0,2,male,30,1,0,P/PP 3381,24,C, Mr,
310,1,1,female,30,0,0,PC 17485,56.9292,C, Miss,E
311,1,1,female,24,0,0,11767,83.1583,C, Miss,C
312,1,1,female,18,2,2,PC 17608,262.375,C, Miss,B
313,0,2,female,26,1,1,250651,26,S, Mrs,
314,0,3,male,28,0,0,349243,7.8958,S, Mr,
315,0,2,male,43,1,1,F.C.C. 13529,26.25,S, Mr,
316,1,3,female,26,0,0,347470,7.8542,S, Miss,
317,1,2,female,24,1,0,244367,26,S, Mrs,
318,0,2,male,54,0,0,29011,14,S, Dr,
319,1,1,female,31,0,2,36928,164.8667,S, Miss,C
320,1,1,female,40,1,1,16966,134.5,C, Mrs,E
321,0,3,male,22,0,0,A/5 21172,7.25,S, Mr,
322,0,3,male,27,0,0,349219,7.8958,S, Mr,
323,1,2,female,30,0,0,234818,12.35,Q, Miss,
324,1,2,female,22,1,1,248738,29,S, Mrs,
325,0,3,male,15,8,2,CA. 2343,69.55,S, Mr,
326,1,1,female,36,0,0,PC 17760,135.6333,C, Miss,C
327,0,3,male,61,0,0,345364,6.2375,S, Mr,
328,1,2,female,36,0,0,28551,13,S, Mrs,D
329,1,3,female,31,1,1,363291,20.525,S, Mrs,
330,1,1,female,16,0,1,111361,57.9792,C, Miss,B
331,1,3,female,19,2,0,367226,23.25,Q, Miss,
332,0,1,male,45.5,0,0,113043,28.5,S, Mr,C
333,0,1,male,38,0,1,PC 17582,153.4625,S, Mr,C
334,0,3,male,16,2,0,345764,18,S, Mr,
335,1,1,female,40,1,0,PC 17611,133.65,S, Mrs,
336,0,3,male,27,0,0,349225,7.8958,S, Mr,
337,0,1,male,29,1,0,113776,66.6,S, Mr,C
338,1,1,female,41,0,0,16966,134.5,C, Miss,E
339,1,3,male,45,0,0,7598,8.05,S, Mr,
340,0,1,male,45,0,0,113784,35.5,S, Mr,T
341,1,2,male,2,1,1,230080,26,S, Master,F
342,1,1,female,24,3,2,19950,263,S, Miss,C
343,0,2,male,28,0,0,248740,13,S, Mr,
344,0,2,male,25,0,0,244361,13,S, Mr,
345,0,2,male,36,0,0,229236,13,S, Mr,
346,1,2,female,24,0,0,248733,13,S, Miss,F
347,1,2,female,40,0,0,31418,13,S, Miss,
348,1,3,female,24,1,0,386525,16.1,S, Mrs,
349,1,3,male,3,1,1,C.A. 37671,15.9,S, Master,
350,0,3,male,42,0,0,315088,8.6625,S, Mr,
351,0,3,male,23,0,0,7267,9.225,S, Mr,
352,0,1,male,39,0,0,113510,35,S, Mr,C
353,0,3,male,15,1,1,2695,7.2292,C, Mr,
354,0,3,male,25,1,0,349237,17.8,S, Mr,
355,0,3,male,27,0,0,2647,7.225,C, Mr,
356,0,3,male,28,0,0,345783,9.5,S, Mr,
357,1,1,female,22,0,1,113505,55,S, Miss,E
358,0,2,female,38,0,0,237671,13,S, Miss,
359,1,3,female,27,0,0,330931,7.8792,Q, Miss,
360,1,3,female,27,0,0,330980,7.8792,Q, Miss,
361,0,3,male,40,1,4,347088,27.9,S, Mr,
362,0,2,male,29,1,0,SC/PARIS 2167,27.7208,C, Mr,
363,0,3,female,45,0,1,2691,14.4542,C, Mrs,
364,0,3,male,35,0,0,SOTON/O.Q. 3101310,7.05,S, Mr,
365,0,3,male,24,1,0,370365,15.5,Q, Mr,
366,0,3,male,30,0,0,C 7076,7.25,S, Mr,
367,1,1,female,60,1,0,110813,75.25,C, Mrs,D
368,1,3,female,27,0,0,2626,7.2292,C, Mrs,
369,1,3,female,27,0,0,14313,7.75,Q, Miss,
370,1,1,female,24,0,0,PC 17477,69.3,C, Mme,B
371,1,1,male,25,1,0,11765,55.4417,C, Mr,E
372,0,3,male,18,1,0,3101267,6.4958,S, Mr,
373,0,3,male,19,0,0,323951,8.05,S, Mr,
374,0,1,male,22,0,0,PC 17760,135.6333,C, Mr,
375,0,3,female,3,3,1,349909,21.075,S, Miss,
376,1,1,female,40,1,0,PC 17604,82.1708,C, Mrs,
377,1,3,female,22,0,0,C 7077,7.25,S, Miss,
378,0,1,male,27,0,2,113503,211.5,C, Mr,C
379,0,3,male,20,0,0,2648,4.0125,C, Mr,
380,0,3,male,19,0,0,347069,7.775,S, Mr,
381,1,1,female,42,0,0,PC 17757,227.525,C, Miss,
382,1,3,female,1,0,2,2653,15.7417,C, Miss,
383,0,3,male,32,0,0,STON/O 2. 3101293,7.925,S, Mr,
384,1,1,female,35,1,0,113789,52,S, Mrs,
385,0,3,male,27,0,0,349227,7.8958,S, Mr,
386,0,2,male,18,0,0,S.O.C. 14879,73.5,S, Mr,
387,0,3,male,1,5,2,CA 2144,46.9,S, Master,
388,1,2,female,36,0,0,27849,13,S, Miss,
389,0,3,male,27,0,0,367655,7.7292,Q, Mr,
390,1,2,female,17,0,0,SC 1748,12,C, Miss,
391,1,1,male,36,1,2,113760,120,S, Mr,B
392,1,3,male,21,0,0,350034,7.7958,S, Mr,
393,0,3,male,28,2,0,3101277,7.925,S, Mr,
394,1,1,female,23,1,0,35273,113.275,C, Miss,D
395,1,3,female,24,0,2,PP 9549,16.7,S, Mrs,G
396,0,3,male,22,0,0,350052,7.7958,S, Mr,
397,0,3,female,31,0,0,350407,7.8542,S, Miss,
398,0,2,male,46,0,0,28403,26,S, Mr,
399,0,2,male,23,0,0,244278,10.5,S, Dr,
400,1,2,female,28,0,0,240929,12.65,S, Mrs,
401,1,3,male,39,0,0,STON/O 2. 3101289,7.925,S, Mr,
402,0,3,male,26,0,0,341826,8.05,S, Mr,
403,0,3,female,21,1,0,4137,9.825,S, Miss,
404,0,3,male,28,1,0,STON/O2. 3101279,15.85,S, Mr,
405,0,3,female,20,0,0,315096,8.6625,S, Miss,
406,0,2,male,34,1,0,28664,21,S, Mr,
407,0,3,male,51,0,0,347064,7.75,S, Mr,
408,1,2,male,3,1,1,29106,18.75,S, Master,
409,0,3,male,21,0,0,312992,7.775,S, Mr,
410,0,3,female,12,3,1,4133,25.4667,S, Miss,
411,0,3,male,27,0,0,349222,7.8958,S, Mr,
412,0,3,male,27,0,0,394140,6.8583,Q, Mr,
413,1,1,female,33,1,0,19928,90,Q, Miss,C
414,0,2,male,31,0,0,239853,0,S, Mr,
415,1,3,male,44,0,0,STON/O 2. 3101269,7.925,S, Mr,
416,0,3,female,27,0,0,343095,8.05,S, Mrs,
417,1,2,female,34,1,1,28220,32.5,S, Mrs,
418,1,2,female,18,0,2,250652,13,S, Miss,
419,0,2,male,30,0,0,28228,13,S, Mr,
420,0,3,female,10,0,2,345773,24.15,S, Miss,
421,0,3,male,27,0,0,349254,7.8958,C, Mr,
422,0,3,male,21,0,0,A/5. 13032,7.7333,Q, Mr,
423,0,3,male,29,0,0,315082,7.875,S, Mr,
424,0,3,female,28,1,1,347080,14.4,S, Mrs,
425,0,3,male,18,1,1,370129,20.2125,S, Mr,
426,0,3,male,27,0,0,A/4. 34244,7.25,S, Mr,
427,1,2,female,28,1,0,2003,26,S, Mrs,
428,1,2,female,19,0,0,250655,26,S, Miss,
429,0,3,male,27,0,0,364851,7.75,Q, Mr,
430,1,3,male,32,0,0,SOTON/O.Q. 392078,8.05,S, Mr,E
431,1,1,male,28,0,0,110564,26.55,S, Mr,C
432,1,3,female,24,1,0,376564,16.1,S, Mrs,
433,1,2,female,42,1,0,SC/AH 3085,26,S, Mrs,
434,0,3,male,17,0,0,STON/O 2. 3101274,7.125,S, Mr,
435,0,1,male,50,1,0,13507,55.9,S, Mr,E
436,1,1,female,14,1,2,113760,120,S, Miss,B
437,0,3,female,21,2,2,W./C. 6608,34.375,S, Miss,
438,1,2,female,24,2,3,29106,18.75,S, Mrs,
439,0,1,male,64,1,4,19950,263,S, Mr,C
440,0,2,male,31,0,0,C.A. 18723,10.5,S, Mr,
441,1,2,female,45,1,1,F.C.C. 13529,26.25,S, Mrs,
442,0,3,male,20,0,0,345769,9.5,S, Mr,
443,0,3,male,25,1,0,347076,7.775,S, Mr,
444,1,2,female,28,0,0,230434,13,S, Ms,
445,1,3,male,27,0,0,65306,8.1125,S, Mr,
446,1,1,male,4,0,2,33638,81.8583,S, Master,A
447,1,2,female,13,0,1,250644,19.5,S, Miss,
448,1,1,male,34,0,0,113794,26.55,S, Mr,
449,1,3,female,5,2,1,2666,19.2583,C, Miss,
450,1,1,male,52,0,0,113786,30.5,S, Major,C
451,0,2,male,36,1,2,C.A. 34651,27.75,S, Mr,
452,0,3,male,24,1,0,65303,19.9667,S, Mr,
453,0,1,male,30,0,0,113051,27.75,C, Mr,C
454,1,1,male,49,1,0,17453,89.1042,C, Mr,C
455,0,3,male,27,0,0,A/5 2817,8.05,S, Mr,
456,1,3,male,29,0,0,349240,7.8958,C, Mr,
457,0,1,male,65,0,0,13509,26.55,S, Mr,E
458,1,1,female,40,1,0,17464,51.8625,S, Mrs,D
459,1,2,female,50,0,0,F.C.C. 13531,10.5,S, Miss,
460,0,3,male,27,0,0,371060,7.75,Q, Mr,
461,1,1,male,48,0,0,19952,26.55,S, Mr,E
462,0,3,male,34,0,0,364506,8.05,S, Mr,
463,0,1,male,47,0,0,111320,38.5,S, Mr,E
464,0,2,male,48,0,0,234360,13,S, Mr,
465,0,3,male,27,0,0,A/S 2816,8.05,S, Mr,
