PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Name,Cabin,Ticket
122,0,3,male,27,0,0,8.05,S, Mr,,1
123,0,2,male,32.5,1,0,30.0708,C, Mr,,2
124,1,2,female,32.5,0,0,13,S, Miss,E,1
125,0,1,male,54,0,1,77.2875,S, Mr,D,2
126,1,3,male,12,1,0,11.2417,C, Master,,2
127,0,3,male,27,0,0,7.75,Q, Mr,,1
128,1,3,male,24,0,0,7.1417,S, Mr,,1
129,1,3,female,24,1,1,22.3583,C, Miss,F,3
130,0,3,male,45,0,0,6.975,S, Mr,,1
131,0,3,male,33,0,0,7.8958,C, Mr,,1
132,0,3,male,20,0,0,7.05,S, Mr,,1
133,0,3,female,47,1,0,14.5,S, Mrs,,2
134,1,2,female,29,1,0,26,S, Mrs,,2
135,0,2,male,25,0,0,13,S, Mr,,1
136,0,2,male,23,0,0,15.0458,C, Mr,,1
137,1,1,female,19,0,2,26.2833,S, Miss,D,1
138,0,1,male,37,1,0,53.1,S, Mr,C,2
139,0,3,male,16,0,0,9.2167,S, Mr,,2
140,0,1,male,24,0,0,79.2,C, Mr,B,2
141,0,3,female,27,0,2,15.2458,C, Mrs,,3
142,1,3,female,22,0,0,7.75,S, Miss,,1
143,1,3,female,24,1,0,15.85,S, Mrs,,2
144,0,3,male,19,0,0,6.75,Q, Mr,,1
145,0,2,male,18,0,0,11.5,S, Mr,,1
146,0,2,male,19,1,1,36.75,S, Mr,,4
147,1,3,male,27,0,0,7.7958,S, Mr,,1
148,0,3,female,9,2,2,34.375,S, Miss,,5
149,0,2,male,36.5,0,2,26,S, Mr,F,3
150,0,2,male,42,0,0,13,S, Rev,,1
151,0,2,male,51,0,0,12.525,S, Rev,,1
152,1,1,female,22,1,0,66.6,S, Mrs,C,2
153,0,3,male,55.5,0,0,8.05,S, Mr,,1
154,0,3,male,40.5,0,2,14.5,S, Mr,,3
155,0,3,male,27,0,0,7.3125,S, Mr,,1
156,0,1,male,51,0,1,61.3792,C, Mr,,2
157,1,3,female,16,0,0,7.7333,Q, Miss,,1
158,0,3,male,30,0,0,8.05,S, Mr,,1
159,0,3,male,27,0,0,8.6625,S, Mr,,1
160,0,3,male,15,8,2,69.55,S, Master,,11
161,0,3,male,44,0,1,16.1,S, Mr,,2
162,1,2,female,40,0,0,15.75,S, Mrs,,2
163,0,3,male,26,0,0,7.775,S, Mr,,1
164,0,3,male,17,0,0,8.6625,S, Mr,,1
165,0,3,male,1,4,1,39.6875,S, Master,,7
166,1,3,male,9,0,2,20.525,S, Master,,3
167,1,1,female,39,0,1,55,S, Mrs,E,2
168,0,3,female,45,1,4,27.9,S, Mrs,,6
169,0,1,male,39,0,0,25.925,S, Mr,,1
170,0,3,male,28,0,0,56.4958,S, Mr,,8
171,0,1,male,61,0,0,33.5,S, Mr,B,1
172,0,3,male,4,4,1,29.125,Q, Master,,6
173,1,3,female,1,1,1,11.1333,S, Miss,,3
174,0,3,male,21,0,0,7.925,S, Mr,,1
175,0,1,male,56,0,0,30.6958,C, Mr,A,1
176,0,3,male,18,1,1,7.8542,S, Mr,,1
177,0,3,male,12,3,1,25.4667,S, Master,,5
178,0,1,female,50,0,0,28.7125,C, Miss,C,1
179,0,2,male,30,0,0,13,S, Mr,,1
180,0,3,male,36,0,0,0,S, Mr,,4
181,0,3,female,15,8,2,69.55,S, Miss,,11
182,0,2,male,31,0,0,15.05,C, Mr,,1
183,0,3,male,9,4,2,31.3875,S, Master,,7
184,1,2,male,1,2,1,39,S, Master,F,4
185,1,3,female,4,0,2,22.025,S, Miss,,3
186,0,1,male,39,0,0,50,S, Mr,A,1
187,1,3,female,24,1,0,15.5,Q, Mrs,,2
188,1,1,male,45,0,0,26.55,S, Mr,,1
189,0,3,male,40,1,1,15.5,Q, Mr,,2
190,0,3,male,36,0,0,7.8958,S, Mr,,1
191,1,2,female,32,0,0,13,S, Mrs,,1
192,0,2,male,19,0,0,13,S, Mr,,1
193,1,3,female,19,1,0,7.8542,S, Miss,,1
194,1,2,male,3,1,1,26,S, Master,F,3
195,1,1,female,44,0,0,27.7208,C, Mrs,B,1
196,1,1,female,58,0,0,146.5208,C, Miss,B,3
197,0,3,male,27,0,0,7.75,Q, Mr,,1
198,0,3,male,42,0,1,8.4042,S, Mr,,1
199,1,3,female,27,0,0,7.75,Q, Miss,,1
200,0,2,female,24,0,0,13,S, Miss,,1
201,0,3,male,28,0,0,9.5,S, Mr,,1
202,0,3,male,15,8,2,69.55,S, Mr,,11
203,0,3,male,34,0,0,6.4958,S, Mr,,1
204,0,3,male,45.5,0,0,7.225,C, Mr,,1
205,1,3,male,18,0,0,8.05,S, Mr,,1
206,0,3,female,2,0,1,10.4625,S, Miss,G,2
207,0,3,male,32,1,0,15.85,S, Mr,,2
208,1,3,male,26,0,0,18.7875,C, Mr,,2
209,1,3,female,16,0,0,7.75,Q, Miss,,1
210,1,1,male,40,0,0,31,C, Mr,A,1
211,0,3,male,24,0,0,7.05,S, Mr,,1
212,1,2,female,35,0,0,21,S, Miss,,2
213,0,3,male,22,0,0,7.25,S, Mr,,1
214,0,2,male,30,0,0,13,S, Mr,,1
215,0,3,male,24,1,0,7.75,Q, Mr,,1
216,1,1,female,31,1,0,113.275,C, Miss,D,3
217,1,3,female,27,0,0,7.925,S, Miss,,1
218,0,2,male,42,1,0,27,S, Mr,,2
219,1,1,female,32,0,0,76.2917,C, Miss,D,2
220,0,2,male,30,0,0,10.5,S, Mr,,1
221,1,3,male,16,0,0,8.05,S, Mr,,1
222,0,2,male,27,0,0,13,S, Mr,,1
223,0,3,male,51,0,0,8.05,S, Mr,,1
224,0,3,male,27,0,0,7.8958,S, Mr,,1
225,1,1,male,38,1,0,90,S, Mr,C,2
226,0,3,male,22,0,0,9.35,S, Mr,,1
227,1,2,male,19,0,0,10.5,S, Mr,,1
228,0,3,male,20.5,0,0,7.25,S, Mr,,1
229,0,2,male,18,0,0,13,S, Mr,,1
230,0,3,female,12,3,1,25.4667,S, Miss,,5
231,1,1,female,35,1,0,83.475,S, Mrs,C,2
232,0,3,male,29,0,0,7.775,S, Mr,,1
233,0,2,male,59,0,0,13.5,S, Mr,,1
234,1,3,female,5,4,2,31.3875,S, Miss,,7
235,0,2,male,24,0,0,10.5,S, Mr,,1
236,0,3,female,27,0,0,7.55,S, Miss,,1
237,0,2,male,44,1,0,26,S, Mr,,2
238,1,2,female,8,0,2,26.25,S, Miss,,3
239,0,2,male,19,0,0,10.5,S, Mr,,1
240,0,2,male,33,0,0,12.275,S, Mr,,1
241,0,3,female,24,1,0,14.4542,C, Miss,,2
242,1,3,female,24,1,0,15.5,Q, Miss,,2
243,0,2,male,29,0,0,10.5,S, Mr,,1
244,0,3,male,22,0,0,7.125,S, Mr,,1
245,0,3,male,30,0,0,7.225,C, Mr,,1
246,0,1,male,44,2,0,90,Q, Dr,C,3
247,0,3,female,25,0,0,7.775,S, Miss,,1
248,1,2,female,24,0,2,14.5,S, Mrs,,2
249,1,1,male,37,1,1,52.5542,S, Mr,D,2
250,0,2,male,54,1,0,26,S, Rev,,2
251,0,3,male,27,0,0,7.25,S, Mr,,1
252,0,3,female,29,1,1,10.4625,S, Mrs,G,2
253,0,1,male,62,0,0,26.55,S, Mr,C,1
254,0,3,male,30,1,0,16.1,S, Mr,,2
255,0,3,female,41,0,2,20.2125,S, Mrs,,3
256,1,3,female,29,0,2,15.2458,C, Mrs,,3
257,1,1,female,39,0,0,79.2,C, Mrs,,2
258,1,1,female,30,0,0,86.5,S, Miss,B,3
259,1,1,female,35,0,0,512.3292,C, Miss,,4
260,1,2,female,50,0,1,26,S, Mrs,,2
261,0,3,male,27,0,0,7.75,Q, Mr,,1
262,1,3,male,3,4,2,31.3875,S, Master,,7
263,0,1,male,52,1,1,79.65,S, Mr,E,3
264,0,1,male,40,0,0,0,S, Mr,B,1
265,0,3,female,27,0,0,7.75,Q, Miss,,1
266,0,2,male,36,0,0,10.5,S, Mr,,1
267,0,3,male,16,4,1,39.6875,S, Mr,,7
268,1,3,male,25,1,0,7.775,S, Mr,,1
269,1,1,female,58,0,1,153.4625,S, Mrs,C,3
270,1,1,female,35,0,0,135.6333,S, Miss,C,4
271,0,1,male,39,0,0,31,S, Mr,,2
272,1,3,male,25,0,0,0,S, Mr,,4
273,1,2,female,41,0,1,19.5,S, Mrs,,2
274,0,1,male,37,0,1,29.7,C, Mr,C,1
275,1,3,female,27,0,0,7.75,Q, Miss,,1
276,1,1,female,63,1,0,77.9583,S, Miss,D,3
277,0,3,female,45,0,0,7.75,S, Miss,,1
278,0,2,male,31,0,0,0,S, Mr,,3
279,0,3,male,7,4,1,29.125,Q, Master,,6
280,1,3,female,35,1,1,20.25,S, Mrs,,3
281,0,3,male,65,0,0,7.75,Q, Mr,,1
282,0,3,male,28,0,0,7.8542,S, Mr,,1
283,0,3,male,16,0,0,9.5,S, Mr,,1
284,1,3,male,19,0,0,8.05,S, Mr,,1
285,0,1,male,39,0,0,26,S, Mr,A,1
286,0,3,male,33,0,0,8.6625,C, Mr,,1
287,1,3,male,30,0,0,9.5,S, Mr,,1
288,0,3,male,22,0,0,7.8958,S, Mr,,1
289,1,2,male,42,0,0,13,S, Mr,,1
290,1,3,female,22,0,0,7.75,Q, Miss,,1
291,1,1,female,26,0,0,78.85,S, Miss,,3
292,1,1,female,19,1,0,91.0792,C, Mrs,B,2
293,0,2,male,36,0,0,12.875,C, Mr,D,1
294,0,3,female,24,0,0,8.85,S, Miss,,1
295,0,3,male,24,0,0,7.8958,S, Mr,,1
296,0,1,male,39,0,0,27.7208,C, Mr,,1
297,0,3,male,23.5,0,0,7.2292,C, Mr,,1
298,0,1,female,2,1,2,151.55,S, Miss,C,6
299,1,1,male,39,0,0,30.5,S, Mr,C,1
300,1,1,female,50,0,1,247.5208,C, Mrs,B,3
301,1,3,female,27,0,0,7.75,Q, Miss,,1
302,1,3,male,19,2,0,23.25,Q, Mr,,3
303,0,3,male,19,0,0,0,S, Mr,,4
304,1,2,female,31,0,0,12.35,Q, Miss,E,1
305,0,3,male,27,0,0,8.05,S, Mr,,1
306,1,1,male,0.92,1,2,151.55,S, Master,C,6
307,1,1,female,39,0,0,110.8833,C, Miss,,4
308,1,1,female,17,1,0,108.9,C, Mrs,C,3
309,0,2,male,30,1,0,24,C, Mr,,2
310,1,1,female,30,0,0,56.9292,C, Miss,E,2
311,1,1,female,24,0,0,83.1583,C, Miss,C,3
312,1,1,female,18,2,2,262.375,C, Miss,B,7
313,0,2,female,26,1,1,26,S, Mrs,,2
314,0,3,male,28,0,0,7.8958,S, Mr,,1
315,0,2,male,43,1,1,26.25,S, Mr,,3
316,1,3,female,26,0,0,7.8542,S, Miss,,1
317,1,2,female,24,1,0,26,S, Mrs,,2
318,0,2,male,54,0,0,14,S, Dr,,1
319,1,1,female,31,0,2,164.8667,S, Miss,C,4
320,1,1,female,40,1,1,134.5,C, Mrs,E,5
321,0,3,male,22,0,0,7.25,S, Mr,,1
322,0,3,male,27,0,0,7.8958,S, Mr,,1
323,1,2,female,30,0,0,12.35,Q, Miss,,1
324,1,2,female,22,1,1,29,S, Mrs,,3
325,0,3,male,15,8,2,69.55,S, Mr,,11
326,1,1,female,36,0,0,135.6333,C, Miss,C,4
327,0,3,male,61,0,0,6.2375,S, Mr,,1
328,1,2,female,36,0,0,13,S, Mrs,D,1
329,1,3,female,31,1,1,20.525,S, Mrs,,3
330,1,1,female,16,0,1,57.9792,C, Miss,B,2
331,1,3,female,19,2,0,23.25,Q, Miss,,3
332,0,1,male,45.5,0,0,28.5,S, Mr,C,1
333,0,1,male,38,0,1,153.4625,S, Mr,C,3
334,0,3,male,16,2,0,18,S, Mr,,2
335,1,1,female,40,1,0,133.65,S, Mrs,,2
336,0,3,male,27,0,0,7.8958,S, Mr,,1
337,0,1,male,29,1,0,66.6,S, Mr,C,2
338,1,1,female,41,0,0,134.5,C, Miss,E,5
339,1,3,male,45,0,0,8.05,S, Mr,,1
340,0,1,male,45,0,0,35.5,S, Mr,T,1
341,1,2,male,2,1,1,26,S, Master,F,3
342,1,1,female,24,3,2,263,S, Miss,C,6
343,0,2,male,28,0,0,13,S, Mr,,1
344,0,2,male,25,0,0,13,S, Mr,,1
345,0,2,male,36,0,0,13,S, Mr,,1
346,1,2,female,24,0,0,13,S, Miss,F,1
347,1,2,female,40,0,0,13,S, Miss,,1
348,1,3,female,24,1,0,16.1,S, Mrs,,2
349,1,3,male,3,1,1,15.9,S, Master,,3
350,0,3,male,42,0,0,8.6625,S, Mr,,1
351,0,3,male,23,0,0,9.225,S, Mr,,1
352,0,1,male,39,0,0,35,S, Mr,C,1
353,0,3,male,15,1,1,7.2292,C, Mr,,1
354,0,3,male,25,1,0,17.8,S, Mr,,2
355,0,3,male,27,0,0,7.225,C, Mr,,1
356,0,3,male,28,0,0,9.5,S, Mr,,1
357,1,1,female,22,0,1,55,S, Miss,E,2
358,0,2,female,38,0,0,13,S, Miss,,1
359,1,3,female,27,0,0,7.8792,Q, Miss,,1
360,1,3,female,27,0,0,7.8792,Q, Miss,,1
361,0,3,male,40,1,4,27.9,S, Mr,,6
362,0,2,male,29,1,0,27.7208,C, Mr,,2
363,0,3,female,45,0,1,14.4542,C, Mrs,,2
364,0,3,male,35,0,0,7.05,S, Mr,,1
365,0,3,male,24,1,0,15.5,Q, Mr,,2
366,0,3,male,30,0,0,7.25,S, Mr,,1
367,1,1,female,60,1,0,75.25,C, Mrs,D,2
368,1,3,female,27,0,0,7.2292,C, Mrs,,1
369,1,3,female,27,0,0,7.75,Q, Miss,,1
370,1,1,female,24,0,0,69.3,C, Mme,B,2
371,1,1,male,25,1,0,55.4417,C, Mr,E,2
372,0,3,male,18,1,0,6.4958,S, Mr,,1
373,0,3,male,19,0,0,8.05,S, Mr,,1
374,0,1,male,22,0,0,135.6333,C, Mr,,4
375,0,3,female,3,3,1,21.075,S, Miss,,5
376,1,1,female,40,1,0,82.1708,C, Mrs,,2
377,1,3,female,22,0,0,7.25,S, Miss,,1
378,0,1,male,27,0,2,211.5,C, Mr,C,5
379,0,3,male,20,0,0,4.0125,C, Mr,,1
380,0,3,male,19,0,0,7.775,S, Mr,,1
381,1,1,female,42,0,0,227.525,C, Miss,,5
382,1,3,female,1,0,2,15.7417,C, Miss,,3
383,0,3,male,32,0,0,7.925,S, Mr,,1
384,1,1,female,35,1,0,52,S, Mrs,,2
385,0,3,male,27,0,0,7.8958,S, Mr,,1
386,0,2,male,18,0,0,73.5,S, Mr,,7
387,0,3,male,1,5,2,46.9,S, Master,,8
388,1,2,female,36,0,0,13,S, Miss,,1
389,0,3,male,27,0,0,7.7292,Q, Mr,,1
390,1,2,female,17,0,0,12,C, Miss,,1
391,1,1,male,36,1,2,120,S, Mr,B,4
392,1,3,male,21,0,0,7.7958,S, Mr,,1
393,0,3,male,28,2,0,7.925,S, Mr,,1
394,1,1,female,23,1,0,113.275,C, Miss,D,3
395,1,3,female,24,0,2,16.7,S, Mrs,G,3
396,0,3,male,22,0,0,7.7958,S, Mr,,1
397,0,3,female,31,0,0,7.8542,S, Miss,,1
398,0,2,male,46,0,0,26,S, Mr,,2
399,0,2,male,23,0,0,10.5,S, Dr,,1
400,1,2,female,28,0,0,12.65,S, Mrs,,1
401,1,3,male,39,0,0,7.925,S, Mr,,1
402,0,3,male,26,0,0,8.05,S, Mr,,1
403,0,3,female,21,1,0,9.825,S, Miss,,1
404,0,3,male,28,1,0,15.85,S, Mr,,2
405,0,3,female,20,0,0,8.6625,S, Miss,,1
406,0,2,male,34,1,0,21,S, Mr,,2
407,0,3,male,51,0,0,7.75,S, Mr,,1
408,1,2,male,3,1,1,18.75,S, Master,,3
409,0,3,male,21,0,0,7.775,S, Mr,,1
410,0,3,female,12,3,1,25.4667,S, Miss,,5
411,0,3,male,27,0,0,7.8958,S, Mr,,1
412,0,3,male,27,0,0,6.8583,Q, Mr,,1
413,1,1,female,33,1,0,90,Q, Miss,C,3
414,0,2,male,31,0,0,0,S, Mr,,3
415,1,3,male,44,0,0,7.925,S, Mr,,1
416,0,3,female,27,0,0,8.05,S, Mrs,,1
417,1,2,female,34,1,1,32.5,S, Mrs,,3
418,1,2,female,18,0,2,13,S, Miss,,1
419,0,2,male,30,0,0,13,S, Mr,,1
420,0,3,female,10,0,2,24.15,S, Miss,,3
421,0,3,male,27,0,0,7.8958,C, Mr,,1
422,0,3,male,21,0,0,7.7333,Q, Mr,,1
423,0,3,male,29,0,0,7.875,S, Mr,,1
424,0,3,female,28,1,1,14.4,S, Mrs,,3
425,0,3,male,18,1,1,20.2125,S, Mr,,3
426,0,3,male,27,0,0,7.25,S, Mr,,1
427,1,2,female,28,1,0,26,S, Mrs,,2
428,1,2,female,19,0,0,26,S, Miss,,2
429,0,3,male,27,0,0,7.75,Q, Mr,,1
430,1,3,male,32,0,0,8.05,S, Mr,E,1
431,1,1,male,28,0,0,26.55,S, Mr,C,1
432,1,3,female,24,1,0,16.1,S, Mrs,,2
433,1,2,female,42,1,0,26,S, Mrs,,2
434,0,3,male,17,0,0,7.125,S, Mr,,1
435,0,1,male,50,1,0,55.9,S, Mr,E,2
436,1,1,female,14,1,2,120,S, Miss,B,4
437,0,3,female,21,2,2,34.375,S, Miss,,5
438,1,2,female,24,2,3,18.75,S, Mrs,,3
439,0,1,male,64,1,4,263,S, Mr,C,6
440,0,2,male,31,0,0,10.5,S, Mr,,1
441,1,2,female,45,1,1,26.25,S, Mrs,,3
442,0,3,male,20,0,0,9.5,S, Mr,,1
443,0,3,male,25,1,0,7.775,S, Mr,,1
444,1,2,female,28,0,0,13,S, Ms,,1
445,1,3,male,27,0,0,8.1125,S, Mr,,1
446,1,1,male,4,0,2,81.8583,S, Master,A,3
447,1,2,female,13,0,1,19.5,S, Miss,,2
448,1,1,male,34,0,0,26.55,S, Mr,,1
449,1,3,female,5,2,1,19.2583,C, Miss,,4
450,1,1,male,52,0,0,30.5,S, Major,C,1
451,0,2,male,36,1,2,27.75,S, Mr,,4
452,0,3,male,24,1,0,19.9667,S, Mr,,1
453,0,1,male,30,0,0,27.75,C, Mr,C,1
454,1,1,male,49,1,0,89.1042,C, Mr,C,2
455,0,3,male,27,0,0,8.05,S, Mr,,1
456,1,3,male,29,0,0,7.8958,C, Mr,,1
457,0,1,male,65,0,0,26.55,S, Mr,E,1
458,1,1,female,40,1,0,51.8625,S, Mrs,D,2
459,1,2,female,50,0,0,10.5,S, Miss,,1
460,0,3,male,27,0,0,7.75,Q, Mr,,1
461,1,1,male,48,0,0,26.55,S, Mr,E,1
462,0,3,male,34,0,0,8.05,S, Mr,,1
463,0,1,male,47,0,0,38.5,S, Mr,E,1
464,0,2,male,48,0,0,13,S, Mr,,1
465,0,3,male,27,0,0,8.05,S, Mr,,1
466,0,3,male,38,0,0,7.05,S, Mr,,1
467,0,2,male,31,0,0,0,S, Mr,,3
468,0,1,male,56,0,0,26.55,S, Mr,,1
469,0,3,male,27,0,0,7.725,Q, Mr,,1
470,1,3,female,0.75,2,1,19.2583,C, Miss,,4
471,0,3,male,27,0,0,7.25,S, Mr,,1
472,0,3,male,38,0,0,8.6625,S, Mr,,1
473,1,2,female,33,1,2,27.75,S, Mrs,,4
474,1,2,female,23,0,0,13.7917,C, Mrs,D,1
475,0,3,female,22,0,0,9.8375,S, Miss,,1
476,0,1,male,39,0,0,52,S, Mr,A,2
477,0,2,male,34,1,0,21,S, Mr,,2
478,0,3,male,29,1,0,7.0458,S, Mr,,1
479,0,3,male,22,0,0,7.5208,S, Mr,,1
480,1,3,female,2,0,1,12.2875,S, Miss,,2
481,0,3,male,9,5,2,46.9,S, Master,,8
482,0,2,male,31,0,0,0,S, Mr,,1
483,0,3,male,50,0,0,8.05,S, Mr,,1
484,1,3,female,63,0,0,9.5875,S, Mrs,,1
485,1,1,male,25,1,0,91.0792,C, Mr,B,2
486,0,3,female,12,3,1,25.4667,S, Miss,,5
487,1,1,female,35,1,0,90,S, Mrs,C,2
488,0,1,male,58,0,0,29.7,C, Mr,B,1
489,0,3,male,30,0,0,8.05,S, Mr,,1
490,1,3,male,9,1,1,15.9,S, Master,,3
491,0,3,male,24,1,0,19.9667,S, Mr,,1
492,0,3,male,21,0,0,7.25,S, Mr,,1
493,0,1,male,55,0,0,30.5,S, Mr,C,1
494,0,1,male,71,0,0,49.5042,C, Mr,,1
495,0,3,male,21,0,0,8.05,S, Mr,,1
496,0,3,male,27,0,0,14.4583,C, Mr,,2
497,1,1,female,54,1,0,78.2667,C, Miss,D,2
498,0,3,male,27,0,0,15.1,S, Mr,,2
499,0,1,female,25,1,2,151.55,S, Mrs,C,6
500,0,3,male,24,0,0,7.7958,S, Mr,,1
501,0,3,male,17,0,0,8.6625,S, Mr,,1
502,0,3,female,21,0,0,7.75,Q, Miss,,1
503,0,3,female,27,0,0,7.6292,Q, Miss,,1
504,0,3,female,37,0,0,9.5875,S, Miss,,1
505,1,1,female,16,0,0,86.5,S, Miss,B,3
506,0,1,male,18,1,0,108.9,C, Mr,C,3
