PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Name,Cabin,Ticket
128,1,0.242362525,0.188908146,24,0.345394737,0.343657817,7.1417,0.339009288,0.156673,0.29985444,0.27027027
129,1,0.242362525,0.742038217,24,0.535885167,0.550847458,22.3583,0.553571429,0.697802,0.615384615,0.653465347
130,0,0.242362525,0.188908146,45,0.345394737,0.343657817,6.975,0.339009288,0.156673,0.29985444,0.27027027
131,0,0.242362525,0.188908146,33,0.345394737,0.343657817,7.8958,0.553571429,0.156673,0.29985444,0.27027027
132,0,0.242362525,0.188908146,20,0.345394737,0.343657817,7.05,0.339009288,0.156673,0.29985444,0.27027027
133,0,0.242362525,0.742038217,47,0.535885167,0.343657817,14.5,0.339009288,0.782,0.29985444,0.513812155
134,1,0.472826087,0.742038217,29,0.535885167,0.343657817,26,0.339009288,0.782,0.29985444,0.513812155
135,0,0.472826087,0.188908146,25,0.345394737,0.343657817,13,0.339009288,0.156673,0.29985444,0.27027027
136,0,0.472826087,0.188908146,23,0.345394737,0.343657817,15.0458,0.553571429,0.156673,0.29985444,0.27027027
137,1,0.62962963,0.742038217,19,0.345394737,0.5,26.2833,0.339009288,0.697802,0.757575758,0.27027027
138,0,0.62962963,0.188908146,37,0.535885167,0.343657817,53.1,0.339009288,0.156673,0.593220339,0.513812155
139,0,0.242362525,0.188908146,16,0.345394737,0.343657817,9.2167,0.339009288,0.156673,0.29985444,0.513812155
140,0,0.62962963,0.188908146,24,0.345394737,0.343657817,79.2,0.553571429,0.156673,0.744680851,0.513812155
141,0,0.242362525,0.742038217,27,0.345394737,0.5,15.2458,0.553571429,0.782,0.29985444,0.653465347
142,1,0.242362525,0.742038217,22,0.345394737,0.343657817,7.75,0.339009288,0.697802,0.29985444,0.27027027
143,1,0.242362525,0.742038217,24,0.535885167,0.343657817,15.85,0.339009288,0.782,0.29985444,0.513812155
144,0,0.242362525,0.188908146,19,0.345394737,0.343657817,6.75,0.38961039,0.156673,0.29985444,0.27027027
145,0,0.472826087,0.188908146,18,0.345394737,0.343657817,11.5,0.339009288,0.156673,0.29985444,0.27027027
146,0,0.472826087,0.188908146,19,0.535885167,0.550847458,36.75,0.339009288,0.156673,0.29985444,0.727272727
147,1,0.242362525,0.188908146,27,0.345394737,0.343657817,7.7958,0.339009288,0.156673,0.29985444,0.27027027
148,0,0.242362525,0.742038217,9,0.464285714,0.5,34.375,0.339009288,0.697802,0.29985444,0.333333333
149,0,0.472826087,0.188908146,36.5,0.345394737,0.5,26,0.339009288,0.156673,0.615384615,0.653465347
150,0,0.472826087,0.188908146,42,0.345394737,0.343657817,13,0.339009288,0,0.29985444,0.27027027
151,0,0.472826087,0.188908146,51,0.345394737,0.343657817,12.525,0.339009288,0,0.29985444,0.27027027
152,1,0.62962963,0.742038217,22,0.535885167,0.343657817,66.6,0.339009288,0.782,0.593220339,0.513812155
153,0,0.242362525,0.188908146,55.5,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
154,0,0.242362525,0.188908146,40.5,0.345394737,0.5,14.5,0.339009288,0.156673,0.29985444,0.653465347
155,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.3125,0.339009288,0.156673,0.29985444,0.27027027
156,0,0.62962963,0.188908146,51,0.345394737,0.550847458,61.3792,0.553571429,0.156673,0.29985444,0.513812155
157,1,0.242362525,0.742038217,16,0.345394737,0.343657817,7.7333,0.38961039,0.697802,0.29985444,0.27027027
158,0,0.242362525,0.188908146,30,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
159,0,0.242362525,0.188908146,27,0.345394737,0.343657817,8.6625,0.339009288,0.156673,0.29985444,0.27027027
160,0,0.242362525,0.188908146,15,0,0.5,69.55,0.339009288,0.575,0.29985444,0
161,0,0.242362525,0.188908146,44,0.345394737,0.550847458,16.1,0.339009288,0.156673,0.29985444,0.513812155
162,1,0.472826087,0.742038217,40,0.345394737,0.343657817,15.75,0.339009288,0.782,0.29985444,0.513812155
163,0,0.242362525,0.188908146,26,0.345394737,0.343657817,7.775,0.339009288,0.156673,0.29985444,0.27027027
164,0,0.242362525,0.188908146,17,0.345394737,0.343657817,8.6625,0.339009288,0.156673,0.29985444,0.27027027
165,0,0.242362525,0.188908146,1,0.166666667,0.550847458,39.6875,0.339009288,0.575,0.29985444,0.208333333
166,1,0.242362525,0.188908146,9,0.345394737,0.5,20.525,0.339009288,0.575,0.29985444,0.653465347
167,1,0.62962963,0.742038217,39,0.345394737,0.550847458,55,0.339009288,0.782,0.75,0.513812155
168,0,0.242362525,0.742038217,45,0.535885167,0,27.9,0.339009288,0.782,0.29985444,0.210526316
169,0,0.62962963,0.188908146,39,0.345394737,0.343657817,25.925,0.339009288,0.156673,0.29985444,0.27027027
170,0,0.242362525,0.188908146,28,0.345394737,0.343657817,56.4958,0.339009288,0.156673,0.29985444,0.384615385
171,0,0.62962963,0.188908146,61,0.345394737,0.343657817,33.5,0.339009288,0.156673,0.744680851,0.27027027
172,0,0.242362525,0.188908146,4,0.166666667,0.550847458,29.125,0.38961039,0.575,0.29985444,0.210526316
173,1,0.242362525,0.742038217,1,0.535885167,0.550847458,11.1333,0.339009288,0.697802,0.29985444,0.653465347
174,0,0.242362525,0.188908146,21,0.345394737,0.343657817,7.925,0.339009288,0.156673,0.29985444,0.27027027
175,0,0.62962963,0.188908146,56,0.345394737,0.343657817,30.6958,0.553571429,0.156673,0.466666667,0.27027027
176,0,0.242362525,0.188908146,18,0.535885167,0.550847458,7.8542,0.339009288,0.156673,0.29985444,0.27027027
177,0,0.242362525,0.188908146,12,0.25,0.550847458,25.4667,0.339009288,0.575,0.29985444,0.333333333
178,0,0.62962963,0.742038217,50,0.345394737,0.343657817,28.7125,0.553571429,0.697802,0.593220339,0.27027027
179,0,0.472826087,0.188908146,30,0.345394737,0.343657817,13,0.339009288,0.156673,0.29985444,0.27027027
180,0,0.242362525,0.188908146,36,0.345394737,0.343657817,0,0.339009288,0.156673,0.29985444,0.727272727
181,0,0.242362525,0.742038217,15,0,0.5,69.55,0.339009288,0.697802,0.29985444,0
182,0,0.472826087,0.188908146,31,0.345394737,0.343657817,15.05,0.553571429,0.156673,0.29985444,0.27027027
183,0,0.242362525,0.188908146,9,0.166666667,0.5,31.3875,0.339009288,0.575,0.29985444,0.208333333
184,1,0.472826087,0.188908146,1,0.464285714,0.550847458,39,0.339009288,0.575,0.615384615,0.727272727
185,1,0.242362525,0.742038217,4,0.345394737,0.5,22.025,0.339009288,0.697802,0.29985444,0.653465347
186,0,0.62962963,0.188908146,39,0.345394737,0.343657817,50,0.339009288,0.156673,0.466666667,0.27027027
187,1,0.242362525,0.742038217,24,0.535885167,0.343657817,15.5,0.38961039,0.782,0.29985444,0.513812155
188,1,0.62962963,0.188908146,45,0.345394737,0.343657817,26.55,0.339009288,0.156673,0.29985444,0.27027027
189,0,0.242362525,0.188908146,40,0.535885167,0.550847458,15.5,0.38961039,0.156673,0.29985444,0.513812155
190,0,0.242362525,0.188908146,36,0.345394737,0.343657817,7.8958,0.339009288,0.156673,0.29985444,0.27027027
191,1,0.472826087,0.742038217,32,0.345394737,0.343657817,13,0.339009288,0.782,0.29985444,0.27027027
192,0,0.472826087,0.188908146,19,0.345394737,0.343657817,13,0.339009288,0.156673,0.29985444,0.27027027
193,1,0.242362525,0.742038217,19,0.535885167,0.343657817,7.8542,0.339009288,0.697802,0.29985444,0.27027027
194,1,0.472826087,0.188908146,3,0.535885167,0.550847458,26,0.339009288,0.575,0.615384615,0.653465347
195,1,0.62962963,0.742038217,44,0.345394737,0.343657817,27.7208,0.553571429,0.782,0.744680851,0.27027027
196,1,0.62962963,0.742038217,58,0.345394737,0.343657817,146.5208,0.553571429,0.697802,0.744680851,0.653465347
197,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.75,0.38961039,0.156673,0.29985444,0.27027027
198,0,0.242362525,0.188908146,42,0.345394737,0.550847458,8.4042,0.339009288,0.156673,0.29985444,0.27027027
199,1,0.242362525,0.742038217,27,0.345394737,0.343657817,7.75,0.38961039,0.697802,0.29985444,0.27027027
200,0,0.472826087,0.742038217,24,0.345394737,0.343657817,13,0.339009288,0.697802,0.29985444,0.27027027
201,0,0.242362525,0.188908146,28,0.345394737,0.343657817,9.5,0.339009288,0.156673,0.29985444,0.27027027
202,0,0.242362525,0.188908146,15,0,0.5,69.55,0.339009288,0.156673,0.29985444,0
203,0,0.242362525,0.188908146,34,0.345394737,0.343657817,6.4958,0.339009288,0.156673,0.29985444,0.27027027
204,0,0.242362525,0.188908146,45.5,0.345394737,0.343657817,7.225,0.553571429,0.156673,0.29985444,0.27027027
205,1,0.242362525,0.188908146,18,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
206,0,0.242362525,0.742038217,2,0.345394737,0.550847458,10.4625,0.339009288,0.697802,0.5,0.513812155
207,0,0.242362525,0.188908146,32,0.535885167,0.343657817,15.85,0.339009288,0.156673,0.29985444,0.513812155
208,1,0.242362525,0.188908146,26,0.345394737,0.343657817,18.7875,0.553571429,0.156673,0.29985444,0.513812155
209,1,0.242362525,0.742038217,16,0.345394737,0.343657817,7.75,0.38961039,0.697802,0.29985444,0.27027027
210,1,0.62962963,0.188908146,40,0.345394737,0.343657817,31,0.553571429,0.156673,0.466666667,0.27027027
211,0,0.242362525,0.188908146,24,0.345394737,0.343657817,7.05,0.339009288,0.156673,0.29985444,0.27027027
212,1,0.472826087,0.742038217,35,0.345394737,0.343657817,21,0.339009288,0.697802,0.29985444,0.513812155
213,0,0.242362525,0.188908146,22,0.345394737,0.343657817,7.25,0.339009288,0.156673,0.29985444,0.27027027
214,0,0.472826087,0.188908146,30,0.345394737,0.343657817,13,0.339009288,0.156673,0.29985444,0.27027027
215,0,0.242362525,0.188908146,24,0.535885167,0.343657817,7.75,0.38961039,0.156673,0.29985444,0.27027027
216,1,0.62962963,0.742038217,31,0.535885167,0.343657817,113.275,0.553571429,0.697802,0.757575758,0.653465347
217,1,0.242362525,0.742038217,27,0.345394737,0.343657817,7.925,0.339009288,0.697802,0.29985444,0.27027027
218,0,0.472826087,0.188908146,42,0.535885167,0.343657817,27,0.339009288,0.156673,0.29985444,0.513812155
219,1,0.62962963,0.742038217,32,0.345394737,0.343657817,76.2917,0.553571429,0.697802,0.757575758,0.513812155
220,0,0.472826087,0.188908146,30,0.345394737,0.343657817,10.5,0.339009288,0.156673,0.29985444,0.27027027
221,1,0.242362525,0.188908146,16,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
222,0,0.472826087,0.188908146,27,0.345394737,0.343657817,13,0.339009288,0.156673,0.29985444,0.27027027
223,0,0.242362525,0.188908146,51,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
224,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.8958,0.339009288,0.156673,0.29985444,0.27027027
225,1,0.62962963,0.188908146,38,0.535885167,0.343657817,90,0.339009288,0.156673,0.593220339,0.513812155
226,0,0.242362525,0.188908146,22,0.345394737,0.343657817,9.35,0.339009288,0.156673,0.29985444,0.27027027
227,1,0.472826087,0.188908146,19,0.345394737,0.343657817,10.5,0.339009288,0.156673,0.29985444,0.27027027
228,0,0.242362525,0.188908146,20.5,0.345394737,0.343657817,7.25,0.339009288,0.156673,0.29985444,0.27027027
229,0,0.472826087,0.188908146,18,0.345394737,0.343657817,13,0.339009288,0.156673,0.29985444,0.27027027
230,0,0.242362525,0.742038217,12,0.25,0.550847458,25.4667,0.339009288,0.697802,0.29985444,0.333333333
231,1,0.62962963,0.742038217,35,0.535885167,0.343657817,83.475,0.339009288,0.782,0.593220339,0.513812155
232,0,0.242362525,0.188908146,29,0.345394737,0.343657817,7.775,0.339009288,0.156673,0.29985444,0.27027027
233,0,0.472826087,0.188908146,59,0.345394737,0.343657817,13.5,0.339009288,0.156673,0.29985444,0.27027027
234,1,0.242362525,0.742038217,5,0.166666667,0.5,31.3875,0.339009288,0.697802,0.29985444,0.208333333
235,0,0.472826087,0.188908146,24,0.345394737,0.343657817,10.5,0.339009288,0.156673,0.29985444,0.27027027
236,0,0.242362525,0.742038217,27,0.345394737,0.343657817,7.55,0.339009288,0.697802,0.29985444,0.27027027
237,0,0.472826087,0.188908146,44,0.535885167,0.343657817,26,0.339009288,0.156673,0.29985444,0.513812155
238,1,0.472826087,0.742038217,8,0.345394737,0.5,26.25,0.339009288,0.697802,0.29985444,0.653465347
239,0,0.472826087,0.188908146,19,0.345394737,0.343657817,10.5,0.339009288,0.156673,0.29985444,0.27027027
240,0,0.472826087,0.188908146,33,0.345394737,0.343657817,12.275,0.339009288,0.156673,0.29985444,0.27027027
241,0,0.242362525,0.742038217,24,0.535885167,0.343657817,14.4542,0.553571429,0.697802,0.29985444,0.513812155
242,1,0.242362525,0.742038217,24,0.535885167,0.343657817,15.5,0.38961039,0.697802,0.29985444,0.513812155
243,0,0.472826087,0.188908146,29,0.345394737,0.343657817,10.5,0.339009288,0.156673,0.29985444,0.27027027
244,0,0.242362525,0.188908146,22,0.345394737,0.343657817,7.125,0.339009288,0.156673,0.29985444,0.27027027
245,0,0.242362525,0.188908146,30,0.345394737,0.343657817,7.225,0.553571429,0.156673,0.29985444,0.27027027
246,0,0.62962963,0.188908146,44,0.464285714,0.343657817,90,0.38961039,0.428571,0.593220339,0.653465347
